area,frontage,access_road,house_direction,balcony_direction,floors,bedrooms,bathrooms,legal_status,furniture_state,price,new_address,condo_complex
65.0,,,,,,2.0,,Have certificate,Basic,3.9,"Thủ Đức, Hồ Chí Minh",0
32.0,,8.0,,,,2.0,1.0,Have certificate,Basic,3.3,"Thủ Đức, Hồ Chí Minh",0
27.0,6.0,,Tây - Bắc,,1.0,1.0,1.0,Have certificate,,5.3,"Đống Đa, Hà Nội",0
45.0,4.5,8.0,,,3.0,3.0,3.0,Have certificate,Full,8.65,"Hà Đông, Hà Nội",0
192.0,10.5,,,,2.0,3.0,3.0,Have certificate,,9.0,"Hóc Môn, Hồ Chí Minh",0
60.0,4.0,4.0,,,2.0,3.0,2.0,,,3.8,"Quận 12, Hồ Chí Minh",0
96.8,,,,,3.0,4.0,5.0,Have certificate,Full,10.0,"Nhà Bè, Hồ Chí Minh",1
60.0,6.0,,,,4.0,4.0,4.0,Have certificate,Full,8.5,"Bình Thạnh, Hồ Chí Minh",0
52.0,6.0,10.0,Đông - Bắc,Đông - Bắc,4.0,3.0,4.0,Have certificate,,5.43,"Quận 12, Hồ Chí Minh",0
57.0,,6.0,,,3.0,4.0,4.0,Have certificate,Full,6.0,"Quận 9, Hồ Chí Minh",0
46.0,3.6,5.0,,,3.0,2.0,3.0,Have certificate,Basic,5.0,"Long Biên, Hà Nội",0
135.0,9.0,,,,2.0,8.0,,Have certificate,,5.5,"Thủ Đức, Hồ Chí Minh",0
50.0,3.3,6.0,,,4.0,2.0,3.0,Have certificate,Full,7.95,"Bình Thạnh, Hồ Chí Minh",0
35.0,,,,,4.0,4.0,,,,6.1,"Hà Đông, Hà Nội",0
50.0,5.3,,,,3.0,2.0,3.0,Have certificate,Basic,6.25,"Thủ Đức, Hồ Chí Minh",0
90.0,5.0,6.0,Tây,Tây,2.0,3.0,2.0,Have certificate,Basic,2.65,"Biên Hòa, Đồng Nai",0
50.0,,,,,4.0,4.0,4.0,Have certificate,,7.9,"Hà Đông, Hà Nội",0
476.0,,,,,,,,Sale contract,,8.0,"Lương Sơn, Hòa Bình",1
120.0,6.0,,,,3.0,4.0,4.0,Have certificate,Basic,8.9,"Thủ Dầu Một, Bình Dương",0
101.0,5.0,22.0,Nam,,,5.0,5.0,Have certificate,,6.0,"Thuận An, Bình Dương",0
200.0,14.0,,,,,2.0,2.0,Have certificate,,4.35,"Thuận An, Bình Dương",0
33.0,4.0,7.0,,,2.0,3.0,1.0,Have certificate,Full,3.43,"Bình Tân, Hồ Chí Minh",0
104.0,4.0,26.0,,,2.0,,,Have certificate,Basic,10.0,"Quận 9, Hồ Chí Minh",0
42.0,,2.5,,,5.0,9.0,9.0,Have certificate,Full,8.6,"Nam Từ Liêm, Hà Nội",0
40.0,4.8,4.0,Tây - Bắc,,5.0,4.0,5.0,Have certificate,,7.95,"Hà Đông, Hà Nội",0
50.0,,,,,4.0,,,,,9.2,"Nam Từ Liêm, Hà Nội",0
44.8,4.0,,,,2.0,2.0,2.0,Have certificate,,2.39,"Bình Thủy, Cần Thơ",0
55.9,,4.0,,,2.0,2.0,,,,4.8,"Thủ Đức, Hồ Chí Minh",0
71.4,,,,,3.0,3.0,2.0,,,9.5,"Quận 9, Hồ Chí Minh",0
67.2,,,Đông - Bắc,,3.0,5.0,5.0,,,8.3,"Quận 9, Hồ Chí Minh",0
40.0,3.4,,,,5.0,6.0,4.0,,,7.85,"Cầu Giấy, Hà Nội",0
36.0,4.0,4.0,,,2.0,2.0,1.0,Have certificate,Full,2.89,"Quận 12, Hồ Chí Minh",0
33.0,3.6,2.5,,,6.0,4.0,4.0,Have certificate,Full,5.5,"Bắc Từ Liêm, Hà Nội",0
83.6,5.0,8.0,,,3.0,4.0,5.0,Have certificate,Full,8.6,"Nhà Bè, Hồ Chí Minh",0
51.9,4.0,10.0,,,2.0,4.0,3.0,Have certificate,Full,6.2,"Nhà Bè, Hồ Chí Minh",0
24.0,6.0,3.0,,,1.0,2.0,1.0,Have certificate,Full,1.35,"Thủ Đức, Hồ Chí Minh",0
35.0,4.5,5.0,,,5.0,3.0,4.0,Have certificate,Full,7.79,"Hai Bà Trưng, Hà Nội",0
68.0,,,,,2.0,3.0,2.0,Have certificate,,5.0,"Tân Phú, Hồ Chí Minh",0
23.0,6.55,2.0,,,3.0,2.0,3.0,Have certificate,,3.5,"Phú Nhuận, Hồ Chí Minh",0
90.0,,,,,2.0,,,Have certificate,,6.95,"Quận 12, Hồ Chí Minh",0
18.0,3.0,3.0,Đông - Nam,Đông - Nam,2.0,2.0,2.0,Have certificate,,2.95,"Quận 3, Hồ Chí Minh",0
60.8,4.0,2.0,Tây - Nam,Tây - Nam,2.0,3.0,1.0,Have certificate,,3.1,"Quận 8, Hồ Chí Minh",0
147.0,,,,,,,,Have certificate,,7.45,"Quận 12, Hồ Chí Minh",0
43.0,7.0,2.0,Tây,Tây,2.0,3.0,2.0,Have certificate,,5.2,"Quận 1, Hồ Chí Minh",0
75.0,6.0,3.0,,,6.0,4.0,4.0,Have certificate,Full,8.79,"Hai Bà Trưng, Hà Nội",0
51.4,5.0,5.0,,,2.0,3.0,2.0,Have certificate,Basic,2.8,"Quận 8, Hồ Chí Minh",0
50.0,4.2,3.0,,,5.0,5.0,4.0,Have certificate,Full,9.39,"Tây Hồ, Hà Nội",0
35.0,,,,,5.0,3.0,4.0,Have certificate,Full,4.58,"Long Biên, Hà Nội",0
66.0,,,,,3.0,3.0,4.0,Have certificate,Basic,4.9,"Long Biên, Hà Nội",0
38.0,4.2,,,,6.0,,,Have certificate,,5.95,"Ba Đình, Hà Nội",0
44.0,,,,,5.0,,,Have certificate,,6.5,"Cầu Giấy, Hà Nội",0
79.0,5.0,5.5,,,3.0,3.0,3.0,Have certificate,Basic,5.5,"Thanh Khê, Đà Nẵng",0
48.0,,,,,2.0,3.0,2.0,Have certificate,,3.9,"Hóc Môn, Hồ Chí Minh",0
35.0,4.0,4.0,,,5.0,3.0,4.0,Have certificate,Basic,5.9,"Nam Từ Liêm, Hà Nội",0
54.0,5.4,3.0,,,5.0,,,Have certificate,,6.25,"Long Biên, Hà Nội",0
30.0,4.5,,Tây - Bắc,Tây - Bắc,5.0,3.0,4.0,Have certificate,Full,5.0,"Nam Từ Liêm, Hà Nội",0
42.0,4.2,,Tây - Nam,Tây - Nam,5.0,5.0,4.0,Have certificate,Full,6.35,"Bắc Từ Liêm, Hà Nội",0
40.0,4.5,3.0,,,5.0,4.0,4.0,Have certificate,Basic,5.6,"Nam Từ Liêm, Hà Nội",0
43.0,6.5,,Đông - Bắc,Đông - Bắc,4.0,7.0,7.0,Have certificate,Full,5.7,"Bắc Từ Liêm, Hà Nội",0
40.0,4.2,3.0,,,5.0,4.0,3.0,Have certificate,Basic,5.6,"Nam Từ Liêm, Hà Nội",0
35.0,4.0,4.0,,,5.0,4.0,4.0,Have certificate,Basic,5.4,"Hà Đông, Hà Nội",0
45.24,7.8,8.0,,,3.0,3.0,4.0,,,7.5,"Gò Vấp, Hồ Chí Minh",0
40.0,5.0,,,,6.0,3.0,,Have certificate,,7.2,"Hoàng Mai, Hà Nội",0
55.0,4.5,,,,6.0,4.0,,,,9.9,"Thanh Xuân, Hà Nội",0
60.0,,,,,2.0,2.0,2.0,Have certificate,Full,5.0,"Tân Bình, Hồ Chí Minh",0
45.0,,,,,3.0,3.0,3.0,Have certificate,,4.0,"Quận 12, Hồ Chí Minh",0
50.0,,,,,4.0,4.0,5.0,Have certificate,Full,9.19,"Bình Thạnh, Hồ Chí Minh",0
61.0,4.5,6.0,,,3.0,2.0,2.0,Have certificate,Full,3.7,"Quận 9, Hồ Chí Minh",0
28.5,3.0,2.0,,,2.0,2.0,2.0,Have certificate,Full,2.39,"Nhà Bè, Hồ Chí Minh",0
71.5,5.5,2.5,Đông - Nam,,3.0,4.0,4.0,Have certificate,Basic,6.3,"Quận 2, Hồ Chí Minh",0
84.0,4.2,,,,1.0,2.0,1.0,Have certificate,,10.0,"Phú Nhuận, Hồ Chí Minh",0
70.0,,,,,4.0,4.0,3.0,Have certificate,,4.6,"Quận 9, Hồ Chí Minh",0
80.0,5.5,6.0,,,2.0,3.0,3.0,Have certificate,Full,5.3,"Quận 12, Hồ Chí Minh",0
44.0,,,,,5.0,,,Have certificate,Full,8.95,"Cầu Giấy, Hà Nội",0
40.0,3.4,7.5,,,7.0,6.0,7.0,Have certificate,Full,10.0,"Nam Từ Liêm, Hà Nội",0
35.0,3.8,2.0,Bắc,Bắc,7.0,3.0,6.0,Have certificate,Full,9.3,"Nam Từ Liêm, Hà Nội",0
54.0,5.8,2.5,,,4.0,4.0,4.0,Have certificate,,9.0,"Nam Từ Liêm, Hà Nội",0
48.0,6.0,5.0,,,2.0,4.0,4.0,Have certificate,Full,7.5,"Bắc Từ Liêm, Hà Nội",0
56.0,,10.0,Tây - Nam,Đông - Nam,3.0,4.0,3.0,Have certificate,,5.5,"Tân Phú, Hồ Chí Minh",0
80.0,5.0,5.5,,,3.0,3.0,3.0,Have certificate,Full,7.7,"Sơn Trà, Đà Nẵng",0
80.0,,,,,3.0,4.0,4.0,Have certificate,,6.9,"Quận 2, Hồ Chí Minh",0
38.0,4.6,,,,4.0,3.0,3.0,Have certificate,Full,6.1,"Đống Đa, Hà Nội",0
22.0,3.8,20.0,Nam,Tây - Nam,2.0,1.0,1.0,Have certificate,,3.5,"Tân Phú, Hồ Chí Minh",0
120.0,,8.0,,,5.0,6.0,7.0,Have certificate,Full,10.0,"Thủ Đức, Hồ Chí Minh",0
35.0,4.2,,,,4.0,4.0,4.0,Have certificate,Basic,7.8,"Hà Đông, Hà Nội",0
33.0,,3.0,,,1.0,1.0,1.0,Have certificate,,2.9,"Thanh Trì, Hà Nội",0
40.0,5.0,3.0,Đông - Nam,,4.0,5.0,4.0,Have certificate,Full,7.85,"Đống Đa, Hà Nội",0
72.0,,10.0,,,2.0,3.0,,Have certificate,Full,6.0,"Bình Chánh, Hồ Chí Minh",0
160.0,4.0,8.0,Nam,,,3.0,1.0,Have certificate,,1.7,"Plei Ku, Gia Lai",0
139.0,6.0,6.0,,,2.0,3.0,,Have certificate,Basic,7.2,"Quận 9, Hồ Chí Minh",0
131.0,,12.0,,,,4.0,,Have certificate,Full,9.0,"Thủ Đức, Hồ Chí Minh",0
143.0,5.0,8.0,,,3.0,4.0,,Have certificate,Full,7.9,"Thủ Đức, Hồ Chí Minh",0
131.0,,,,,2.0,3.0,3.0,Have certificate,Full,9.5,"Thủ Đức, Hồ Chí Minh",0
94.0,4.0,,,,3.0,3.0,4.0,Have certificate,Full,7.9,"Thủ Đức, Hồ Chí Minh",0
200.0,8.0,10.0,,,2.0,,,Have certificate,Full,8.5,"Thủ Đức, Hồ Chí Minh",0
66.0,,15.0,,,2.0,3.0,2.0,Have certificate,Full,5.9,"Thủ Đức, Hồ Chí Minh",0
48.0,,,,,4.0,4.0,4.0,Have certificate,,9.8,"Hà Đông, Hà Nội",0
35.0,3.2,,,,5.0,8.0,4.0,Have certificate,,3.3,"Hoàng Mai, Hà Nội",0
125.0,5.0,5.5,Tây,Tây,1.0,2.0,2.0,Have certificate,Full,3.6,"Cẩm Lệ, Đà Nẵng",0
200.0,,,,,2.0,3.0,3.0,Sale contract,,5.6,"Huyện Xuyên Mộc, Bà Rịa Vũng Tàu",1
35.0,3.5,3.0,Tây - Nam,,5.0,4.0,3.0,Have certificate,Basic,3.15,"Thanh Trì, Hà Nội",0
43.0,,,,,5.0,9.0,9.0,Have certificate,,9.5,"Đống Đa, Hà Nội",0
57.0,3.0,,,,4.0,4.0,3.0,Have certificate,Full,4.2,"Thanh Trì, Hà Nội",0
46.0,3.0,3.0,Nam,Nam,,1.0,1.0,Have certificate,,4.6,"Hà Đông, Hà Nội",0
89.0,5.1,10.0,Tây - Nam,Tây - Nam,4.0,4.0,5.0,Have certificate,Full,8.6,"Thủ Đức, Hồ Chí Minh",0
44.0,4.0,10.0,,,4.0,3.0,4.0,Have certificate,Basic,7.0,"Gò Vấp, Hồ Chí Minh",0
80.0,,,,,2.0,3.0,2.0,Have certificate,,3.9,"Dĩ An, Bình Dương",0
50.0,5.0,,,,3.0,,,Have certificate,,6.5,"Long Biên, Hà Nội",0
47.0,3.4,5.0,Tây - Nam,,2.0,3.0,2.0,Have certificate,,2.6,"Dĩ An, Bình Dương",0
112.2,,,,,,2.0,,Have certificate,,2.6,"Dĩ An, Bình Dương",0
76.0,,,Nam,,,2.0,1.0,Have certificate,,1.6,"Biên Hòa, Đồng Nai",0
31.0,,,,,4.0,3.0,4.0,Have certificate,Full,3.5,"Hoài Đức, Hà Nội",0
30.0,3.66,,,,2.0,,2.0,Have certificate,Full,4.7,"Long Biên, Hà Nội",0
41.0,3.8,3.0,,,4.0,,,Have certificate,Full,4.6,"Nam Từ Liêm, Hà Nội",0
65.9,,,,,3.0,4.0,2.0,Have certificate,Basic,5.7,"Long Biên, Hà Nội",0
87.3,,,Đông,,3.0,4.0,4.0,Have certificate,,6.2,"Thủ Đức, Hồ Chí Minh",0
36.2,3.8,3.0,,,5.0,4.0,4.0,Have certificate,,4.2,"Nam Từ Liêm, Hà Nội",0
61.0,5.0,10.0,,,4.0,4.0,4.0,Have certificate,,10.0,"Thủ Đức, Hồ Chí Minh",0
40.1,3.8,3.0,,,5.0,3.0,4.0,Have certificate,Full,4.45,"Nam Từ Liêm, Hà Nội",0
50.0,,,,,4.0,5.0,5.0,Have certificate,Full,8.2,"Cầu Giấy, Hà Nội",0
45.0,,,,,5.0,,,Have certificate,Full,7.0,"Cầu Giấy, Hà Nội",0
72.0,4.5,6.0,Đông - Bắc,,3.0,3.0,4.0,Have certificate,,5.69,"Liên Chiểu, Đà Nẵng",0
40.6,4.0,3.0,Tây - Bắc,Tây - Bắc,5.0,5.0,3.0,Have certificate,Full,4.4,"Nam Từ Liêm, Hà Nội",0
40.0,4.4,,Tây - Nam,,4.0,4.0,4.0,Have certificate,Full,7.9,"Đống Đa, Hà Nội",0
36.0,4.0,6.0,Đông,Đông,5.0,4.0,3.0,Have certificate,,4.8,"Nam Từ Liêm, Hà Nội",0
44.0,,,,,4.0,4.0,,Have certificate,Full,7.7,"Đống Đa, Hà Nội",0
36.0,3.6,2.8,,,5.0,4.0,4.0,Have certificate,Full,5.72,"Hà Đông, Hà Nội",0
51.0,4.4,7.0,,,3.0,4.0,3.0,Have certificate,,6.8,"Tân Phú, Hồ Chí Minh",0
48.0,4.0,,Đông - Nam,,3.0,4.0,3.0,Have certificate,,4.75,"Quận 8, Hồ Chí Minh",0
35.0,3.5,3.0,Đông,,5.0,3.0,4.0,Have certificate,Basic,5.5,"Long Biên, Hà Nội",0
90.0,6.4,6.0,,,4.0,8.0,9.0,Have certificate,Full,9.99,"Bình Thạnh, Hồ Chí Minh",0
70.0,10.0,7.0,Đông - Nam,Đông - Nam,5.0,5.0,5.0,Have certificate,Full,9.5,"Long Biên, Hà Nội",0
85.0,,,,,,,,,,9.0,"Gò Vấp, Hồ Chí Minh",0
100.0,,12.0,,,3.0,,,Have certificate,,9.9,"Gò Vấp, Hồ Chí Minh",0
90.0,6.0,6.0,,,2.0,5.0,5.0,Have certificate,Full,9.69,"Bình Thạnh, Hồ Chí Minh",0
40.0,,,,,3.0,2.0,2.0,Have certificate,,4.0,"Long Biên, Hà Nội",0
29.0,3.0,8.0,,,3.0,3.0,2.0,Have certificate,Basic,9.0,"Đống Đa, Hà Nội",0
61.0,5.0,,,,5.0,,,,,7.0,"Hồng Bàng, Hải Phòng",0
67.5,,,,,4.0,4.0,,,,8.9,"Lê Chân, Hải Phòng",1
48.0,4.0,,,,5.0,6.0,5.0,Have certificate,Full,8.95,"Cầu Giấy, Hà Nội",0
105.6,,17.6,,,3.0,3.0,4.0,,Full,9.5,"Nhà Bè, Hồ Chí Minh",1
30.15,3.35,4.0,Tây - Nam,,4.0,4.0,3.0,,,5.2,"Quận 10, Hồ Chí Minh",0
70.0,5.0,6.0,,,2.0,3.0,2.0,Have certificate,Basic,10.0,"Tân Bình, Hồ Chí Minh",0
88.0,4.0,5.0,,,3.0,4.0,4.0,Have certificate,Basic,9.5,"Tân Bình, Hồ Chí Minh",0
63.0,3.0,6.0,,,2.0,3.0,3.0,,Basic,8.8,"Tân Bình, Hồ Chí Minh",0
40.0,3.2,5.0,,,3.0,4.0,3.0,Have certificate,Basic,7.5,"Tân Bình, Hồ Chí Minh",0
64.0,5.0,4.0,,,2.0,3.0,2.0,Have certificate,Basic,7.2,"Tân Bình, Hồ Chí Minh",0
54.0,4.0,6.0,,,3.0,3.0,3.0,Have certificate,,9.5,"Tân Bình, Hồ Chí Minh",0
64.0,5.15,4.0,,,2.0,3.0,2.0,Have certificate,Basic,7.2,"Tân Bình, Hồ Chí Minh",0
47.0,4.0,5.0,,,4.0,5.0,5.0,Have certificate,,7.0,"Quận 10, Hồ Chí Minh",0
53.0,,6.0,,,1.0,1.0,1.0,Have certificate,Basic,6.6,"Tân Bình, Hồ Chí Minh",0
44.0,,,,,3.0,3.0,3.0,Have certificate,,8.8,"Hoàng Mai, Hà Nội",0
37.45,3.5,,,,5.0,5.0,4.0,Have certificate,,6.3,"Quận 8, Hồ Chí Minh",0
45.0,7.0,,Đông - Nam,,5.0,4.0,5.0,Have certificate,Full,9.3,"Quận 11, Hồ Chí Minh",0
76.0,5.2,6.0,Bắc,,3.0,,,Have certificate,,3.4,"Long Thành, Đồng Nai",0
85.5,4.5,7.5,Tây - Nam,,3.0,3.0,4.0,Have certificate,,6.35,"Liên Chiểu, Đà Nẵng",0
81.0,4.5,5.5,Đông - Nam,,3.0,3.0,4.0,Have certificate,Full,5.65,"Liên Chiểu, Đà Nẵng",0
70.0,3.5,3.5,Đông - Nam,,2.0,3.0,3.0,Have certificate,Full,3.45,"Liên Chiểu, Đà Nẵng",0
114.0,5.0,7.0,Đông - Nam,Đông - Nam,,6.0,4.0,Have certificate,,7.65,"Đà Lạt, Lâm Đồng",0
119.4,,,Tây - Nam,,3.0,3.0,,,,7.82,"Ngũ Hành Sơn, Đà Nẵng",0
34.4,4.3,,,,5.0,3.0,3.0,Have certificate,,4.85,"Quận 8, Hồ Chí Minh",0
35.0,3.5,2.0,,,5.0,4.0,5.0,Have certificate,,3.9,"Thanh Trì, Hà Nội",0
75.0,5.0,,,,,,,Have certificate,,7.2,"Lê Chân, Hải Phòng",1
45.0,,,,,5.0,,,Have certificate,Full,8.95,"Cầu Giấy, Hà Nội",0
60.0,,,,,6.0,5.0,5.0,Have certificate,,7.5,"Thanh Trì, Hà Nội",0
80.0,,,,,3.0,,,Have certificate,Basic,2.9,"Buôn Ma Thuột, Đắk Lắk",0
22.0,,,,,1.0,,,Have certificate,,2.15,"Gò Vấp, Hồ Chí Minh",0
65.0,,5.0,,,,3.0,2.0,,,3.0,"Quận 12, Hồ Chí Minh",0
76.0,4.0,6.0,,,1.0,,,,,4.6,"Bình Tân, Hồ Chí Minh",0
50.0,,,,,3.0,3.0,2.0,Have certificate,Full,3.75,"Hai Bà Trưng, Hà Nội",0
32.0,,,,,4.0,3.0,3.0,Have certificate,Basic,2.9,"Hà Đông, Hà Nội",0
65.0,,,,,3.0,4.0,4.0,Have certificate,,7.85,"Gò Vấp, Hồ Chí Minh",0
30.0,3.3,2.0,,,5.0,6.0,4.0,Have certificate,Full,6.2,"Thanh Xuân, Hà Nội",0
66.0,5.5,,,,4.0,4.0,5.0,Have certificate,Full,7.0,"Quận 4, Hồ Chí Minh",0
40.0,4.0,4.0,Đông,,3.0,6.0,6.0,,,4.8,"Bình Tân, Hồ Chí Minh",0
60.0,5.0,5.0,,,4.0,4.0,4.0,,,4.5,"Quận 12, Hồ Chí Minh",0
60.0,5.0,5.0,,,2.0,3.0,2.0,Have certificate,,4.8,"Hải Châu, Đà Nẵng",0
31.0,,,,,5.0,3.0,4.0,Have certificate,Basic,4.85,"Hoàng Mai, Hà Nội",0
32.0,,,,,4.0,3.0,3.0,Have certificate,Basic,2.55,"Hà Đông, Hà Nội",0
32.0,4.7,,,,4.0,2.0,2.0,Have certificate,Full,5.9,"Đống Đa, Hà Nội",0
100.0,5.0,14.0,Tây - Nam,Tây - Nam,3.0,4.0,4.0,Sale contract,Full,5.5,"Nha Trang, Khánh Hòa",1
54.0,4.0,,,,4.0,4.0,5.0,Have certificate,,7.9,"Thủ Đức, Hồ Chí Minh",0
50.0,4.0,5.0,,,3.0,4.0,4.0,Have certificate,Full,7.1,"Quận 7, Hồ Chí Minh",0
44.5,10.0,,,,4.0,4.0,,Have certificate,Full,7.9,"Hoàng Mai, Hà Nội",0
10.0,3.0,3.0,,,3.0,2.0,2.0,Have certificate,Full,1.18,"Quận 4, Hồ Chí Minh",0
31.0,,,,,6.0,3.0,,Have certificate,Basic,6.3,"Tây Hồ, Hà Nội",0
66.0,,,,,4.0,3.0,,Have certificate,Full,8.4,"Tây Hồ, Hà Nội",0
52.0,4.0,6.0,,,5.0,3.0,3.0,Have certificate,Full,8.4,"Bình Thạnh, Hồ Chí Minh",0
45.0,4.0,6.0,Đông - Nam,,5.0,,,Have certificate,,3.1,"Gia Lâm, Hà Nội",0
126.0,8.4,6.0,Tây - Bắc,Tây - Bắc,2.0,3.0,3.0,Have certificate,Basic,6.6,"Buôn Ma Thuột, Đắk Lắk",0
130.0,5.7,5.0,,,2.0,3.0,2.0,Have certificate,,3.95,"Buôn Ma Thuột, Đắk Lắk",0
240.0,,,,,,,,,,9.9,"Buôn Ma Thuột, Đắk Lắk",0
84.0,,,,,4.0,5.0,6.0,Have certificate,Basic,8.99,"Thủ Đức, Hồ Chí Minh",0
32.0,3.5,3.0,,,4.0,3.0,3.0,Have certificate,Full,3.85,"Hà Đông, Hà Nội",0
53.0,4.3,,,,4.0,4.0,,,Full,8.4,"Nam Từ Liêm, Hà Nội",0
33.0,,3.0,,,4.0,4.0,4.0,Have certificate,Basic,7.25,"Ba Đình, Hà Nội",0
39.0,38.0,3.0,,,7.0,3.0,6.0,Have certificate,Full,9.3,"Nam Từ Liêm, Hà Nội",0
37.0,3.7,3.0,,,5.0,3.0,4.0,Have certificate,Full,5.0,"Hai Bà Trưng, Hà Nội",0
47.0,,3.0,,,5.0,6.0,5.0,Have certificate,Full,8.95,"Cầu Giấy, Hà Nội",0
60.0,4.2,,,,4.0,4.0,3.0,Have certificate,Basic,8.9,"Bắc Từ Liêm, Hà Nội",0
35.0,4.5,8.0,,,5.0,3.0,4.0,Have certificate,Full,5.1,"Hà Đông, Hà Nội",0
35.0,4.5,,,,5.0,,,Have certificate,Full,7.5,"Cầu Giấy, Hà Nội",0
64.0,4.0,,,,1.0,1.0,1.0,Have certificate,,4.99,"Thủ Đức, Hồ Chí Minh",0
37.0,,,Bắc,,4.0,5.0,,,Full,6.85,"Thanh Xuân, Hà Nội",0
35.0,,4.0,,,3.0,4.0,3.0,Have certificate,Full,3.5,"Quận 4, Hồ Chí Minh",0
72.0,,,,,2.0,2.0,1.0,,,8.5,"Tân Phú, Hồ Chí Minh",0
54.0,4.0,,,,5.0,,,Have certificate,,9.8,"Long Biên, Hà Nội",0
51.5,,,,,2.0,3.0,,Have certificate,,3.0,"Thủ Đức, Hồ Chí Minh",0
100.0,5.8,4.0,,,2.0,3.0,2.0,Have certificate,,3.7,"Biên Hòa, Đồng Nai",0
126.0,8.0,20.0,,,,1.0,1.0,Have certificate,,5.6,"Biên Hòa, Đồng Nai",0
100.0,4.0,10.0,,,2.0,3.0,2.0,Have certificate,,4.0,"Biên Hòa, Đồng Nai",0
53.0,4.25,3.0,,,2.0,2.0,2.0,Have certificate,Basic,4.5,"Quận 7, Hồ Chí Minh",0
56.0,4.0,12.0,Tây,,3.0,4.0,3.0,Have certificate,,7.2,"Tân Phú, Hồ Chí Minh",0
50.0,11.0,4.0,,,1.0,1.0,1.0,Have certificate,Full,7.5,"Hà Đông, Hà Nội",0
41.0,,,,,5.0,,,,,6.6,"Nam Từ Liêm, Hà Nội",0
28.0,3.2,,,,2.0,,,Have certificate,,1.95,"Thủ Đức, Hồ Chí Minh",0
30.0,,4.0,,,2.0,1.0,1.0,Have certificate,Basic,5.2,"Hà Đông, Hà Nội",0
30.0,3.0,3.0,,,2.0,2.0,2.0,Have certificate,Basic,3.2,"Quận 7, Hồ Chí Minh",0
120.0,,,,,4.0,4.0,3.0,Have certificate,Full,8.5,"Nam Từ Liêm, Hà Nội",0
40.0,4.0,,,,3.0,,,Have certificate,,10.0,"Ba Đình, Hà Nội",0
64.0,6.0,6.0,Đông - Nam,Đông - Nam,2.0,3.0,2.0,Have certificate,Basic,4.4,"Bình Tân, Hồ Chí Minh",0
28.0,,,,,5.0,3.0,4.0,Have certificate,Basic,5.3,"Nam Từ Liêm, Hà Nội",0
38.0,,,,,4.0,4.0,2.0,Have certificate,Full,5.1,"Nam Từ Liêm, Hà Nội",0
33.0,,,,,5.0,3.0,3.0,Have certificate,Full,4.55,"Nam Từ Liêm, Hà Nội",0
28.0,,,,,5.0,3.0,4.0,,Full,5.3,"Nam Từ Liêm, Hà Nội",0
48.0,4.3,,,,4.0,4.0,,Have certificate,Full,9.6,"Nam Từ Liêm, Hà Nội",0
79.0,4.5,,,,,4.0,4.0,Have certificate,,10.0,"Phú Nhuận, Hồ Chí Minh",0
35.0,,,,,6.0,9.0,9.0,Have certificate,Basic,5.98,"Nam Từ Liêm, Hà Nội",0
40.0,,,,,3.0,2.0,3.0,Have certificate,Full,4.5,"Cầu Giấy, Hà Nội",0
64.0,4.0,,,,4.0,4.0,5.0,,,6.3,"Tân Phú, Hồ Chí Minh",0
42.0,3.5,,,,2.0,3.0,2.0,Have certificate,,7.5,"Hà Đông, Hà Nội",0
33.0,,,,,5.0,3.0,3.0,Have certificate,Basic,5.3,"Nam Từ Liêm, Hà Nội",0
34.0,6.0,3.0,,,4.0,3.0,2.0,Have certificate,Full,4.3,"Nam Từ Liêm, Hà Nội",0
30.0,,,,,5.0,3.0,3.0,Have certificate,Full,5.5,"Nam Từ Liêm, Hà Nội",0
75.0,6.0,5.0,,,4.0,4.0,4.0,Have certificate,Basic,6.8,"Gia Lâm, Hà Nội",0
35.0,,,,,2.0,3.0,,Have certificate,,4.15,"Cầu Giấy, Hà Nội",0
45.0,4.2,,,,3.0,4.0,,,,9.45,"Quận 8, Hồ Chí Minh",0
45.0,4.0,,,,5.0,3.0,3.0,Have certificate,Full,7.6,"Cầu Giấy, Hà Nội",0
63.0,4.6,5.5,,,,2.0,,Have certificate,Basic,5.5,"Sơn Trà, Đà Nẵng",0
41.0,3.6,30.0,,,,,,Have certificate,,8.2,"Cầu Giấy, Hà Nội",0
48.0,3.4,12.0,Tây,,4.0,5.0,4.0,Have certificate,,7.3,"Tân Phú, Hồ Chí Minh",0
47.0,4.3,4.0,,,5.0,6.0,7.0,Have certificate,Full,8.3,"Cầu Giấy, Hà Nội",0
35.0,3.0,2.0,Đông - Nam,Đông - Nam,4.0,3.0,3.0,Have certificate,,4.2,"Hà Đông, Hà Nội",0
35.0,,,,,4.0,3.0,3.0,Have certificate,Full,6.25,"Tây Hồ, Hà Nội",0
52.0,3.8,,,,4.0,5.0,4.0,Have certificate,Full,7.5,"Hoàng Mai, Hà Nội",0
34.3,3.92,3.0,,,5.0,3.0,4.0,Have certificate,Full,3.25,"Hà Đông, Hà Nội",0
80.0,,10.0,Đông - Bắc,Đông - Bắc,2.0,3.0,3.0,Have certificate,Full,5.8,"Cái Răng, Cần Thơ",1
58.0,,,,,,,,Have certificate,,6.6,"Ba Đình, Hà Nội",0
61.0,4.2,6.0,,,5.0,5.0,,Have certificate,,6.9,"Tân Phú, Hồ Chí Minh",0
102.0,6.0,7.0,,,2.0,3.0,3.0,Have certificate,,9.3,"Thủ Đức, Hồ Chí Minh",0
